
Replication	FitnessValue	Frequency	PLoss	QLoss
Replication0	 -1.45376	0.99936	0.00918	0.02576
Replication11	 0.02094	0.99928	0.96676 	0.97165 	0.97666 	0.97631 	0.97196 	0.98839 	0.95653 	0.94764 	0.96418 	0.94789 	0.96423 	0.96358 	-0.14174 	-0.14228 	-0.15020 	0.35610 	0.00000 	0.20231 	-0.12518 	-0.14758 	0.02562 	-0.13961 	0.20483 	0.04172 	-0.04655 	-0.04673 	-0.04933 	-0.04080 	0.00000 	0.20197 	-0.04111 	-0.04847 	0.02583 	-0.04585 	0.06727 	0.04186 	0.01335	0.03810
Replication12	 -1.46041	0.99939	0.96097 	0.96700 	0.97364 	0.97183 	0.96530 	0.98596 	0.93950 	0.92906 	0.94745 	0.92927 	0.94342 	0.94744 	-0.15484 	-0.14885 	-0.13135 	0.40336 	0.00000 	0.22505 	-0.14579 	-0.14876 	0.03499 	-0.14047 	0.12722 	0.05625 	-0.05086 	-0.04889 	-0.04315 	-0.04622 	0.00000 	0.22467 	-0.04789 	-0.04886 	0.03523 	-0.04614 	0.04179 	0.05641 	0.00865	0.02436
Replication13	 -1.46483	0.99943	0.96725 	0.97320 	0.97822 	0.97737 	0.97366 	0.98935 	0.96061 	0.95277 	0.96828 	0.95216 	0.96945 	0.96752 	-0.15914 	-0.12930 	-0.13992 	0.34245 	0.00000 	0.19330 	-0.12617 	-0.12414 	0.02332 	-0.15909 	0.22589 	0.03818 	-0.05226 	-0.04246 	-0.04595 	-0.03716 	0.00000 	0.19298 	-0.04143 	-0.04077 	0.02352 	-0.05224 	0.07418 	0.03832 	0.00833	0.02305
Replication14	 0.00146	0.99935	0.97094 	0.97501 	0.98047 	0.97954 	0.97614 	0.99068 	0.96373 	0.95528 	0.97172 	0.95586 	0.97430 	0.97073 	-0.12888 	-0.15085 	-0.12126 	0.31938 	0.00000 	0.18083 	-0.13390 	-0.16124 	0.02140 	-0.13856 	0.26486 	0.03530 	-0.04232 	-0.04953 	-0.03982 	-0.03435 	0.00000 	0.18053 	-0.04397 	-0.05295 	0.02159 	-0.04550 	0.08697 	0.03542 	0.01012	0.02839
Replication15	 0.02301	0.99928	0.96524 	0.97007 	0.97463 	0.97510 	0.97092 	0.98732 	0.95739 	0.94860 	0.96585 	0.94854 	0.96760 	0.96494 	-0.14685 	-0.14852 	-0.17493 	0.36725 	0.00000 	0.21229 	-0.13843 	-0.15176 	0.02468 	-0.16055 	0.25888 	0.04050 	-0.04823 	-0.04878 	-0.05745 	-0.04067 	0.00000 	0.21195 	-0.04546 	-0.04984 	0.02489 	-0.05273 	0.08502 	0.04064 	0.01419	0.04060
Replication16	 0.00840	0.99935	0.96109 	0.96741 	0.97254 	0.97199 	0.96499 	0.98558 	0.93852 	0.92699 	0.94720 	0.92749 	0.94420 	0.94697 	-0.15437 	-0.12323 	-0.15920 	0.40268 	0.00000 	0.22859 	-0.15437 	-0.17481 	0.03514 	-0.15359 	0.17253 	0.05667 	-0.05071 	-0.04048 	-0.05229 	-0.04697 	0.00000 	0.22821 	-0.05071 	-0.05742 	0.03538 	-0.05045 	0.05667 	0.05683 	0.01039	0.02959
Replication17	 0.00982	0.99932	0.96625 	0.97138 	0.97647 	0.97596 	0.97167 	0.98825 	0.95034 	0.94176 	0.95815 	0.94160 	0.95681 	0.95775 	-0.14575 	-0.14030 	-0.15030 	0.36145 	0.03266 	0.20359 	-0.15413 	-0.13116 	0.02900 	-0.14228 	0.17294 	0.04698 	-0.04787 	-0.04608 	-0.04936 	-0.04288 	0.01072 	0.20325 	-0.05062 	-0.04307 	0.02922 	-0.04673 	0.05680 	0.04712 	0.01117	0.03168
Replication18	 -1.45678	0.99937	0.00894	0.02508
Replication19	 -1.46216	0.99939	0.96380 	0.96937 	0.97420 	0.97409 	0.96884 	0.98685 	0.95009 	0.94089 	0.95840 	0.94018 	0.95790 	0.95784 	-0.15122 	-0.13520 	-0.16478 	0.37973 	0.00000 	0.21668 	-0.14262 	-0.13398 	0.02886 	-0.17346 	0.20983 	0.04689 	-0.04967 	-0.04441 	-0.05412 	-0.04367 	0.00000 	0.21632 	-0.04684 	-0.04401 	0.02908 	-0.05697 	0.06892 	0.04704 	0.00853	0.02380
Replication20	 0.00432	0.99933	0.96682 	0.97149 	0.97683 	0.97642 	0.97295 	0.98853 	0.95989 	0.95177 	0.96769 	0.95173 	0.96889 	0.96691 	-0.14602 	-0.15780 	-0.15090 	0.35305 	0.00813 	0.20097 	-0.12915 	-0.13876 	0.02365 	-0.14599 	0.22861 	0.03873 	-0.04796 	-0.05182 	-0.04956 	-0.03879 	0.00267 	0.20064 	-0.04241 	-0.04557 	0.02386 	-0.04795 	0.07508 	0.03887 	0.01016	0.02871
Replication21	 -1.46211	0.99943	0.96732 	0.97244 	0.97806 	0.97710 	0.97374 	0.98919 	0.96208 	0.95434 	0.96990 	0.95448 	0.97174 	0.96903 	-0.15160 	-0.15295 	-0.13656 	0.34435 	0.00000 	0.19477 	-0.13186 	-0.14059 	0.02241 	-0.13894 	0.23953 	0.03682 	-0.04978 	-0.05023 	-0.04485 	-0.03652 	0.00000 	0.19445 	-0.04330 	-0.04617 	0.02261 	-0.04563 	0.07866 	0.03696 	0.00853	0.02380
Replication22	 0.00193	0.99936	0.96349 	0.96934 	0.97444 	0.97413 	0.96974 	0.98703 	0.95469 	0.94568 	0.96280 	0.94667 	0.96319 	0.96212 	-0.16243 	-0.14333 	-0.16454 	0.37738 	0.00000 	0.21503 	-0.13830 	-0.16644 	0.02639 	-0.12242 	0.21742 	0.04304 	-0.05335 	-0.04708 	-0.05404 	-0.04173 	0.00000 	0.21468 	-0.04542 	-0.05467 	0.02661 	-0.04021 	0.07141 	0.04318 	0.00968	0.02719
Replication23	 0.00859	0.99934	0.97014 	0.97500 	0.98027 	0.97946 	0.97746 	0.99074 	0.96316 	0.95536 	0.97136 	0.95560 	0.97419 	0.97032 	-0.15107 	-0.15137 	-0.13447 	0.31945 	0.04599 	0.18027 	-0.15583 	-0.14914 	0.02160 	-0.14359 	0.26929 	0.03567 	-0.04961 	-0.04971 	-0.04416 	-0.03365 	0.01510 	0.17998 	-0.05117 	-0.04897 	0.02178 	-0.04715 	0.08843 	0.03579 	0.01031	0.02941
Replication24	 0.01939	0.99929	0.96577 	0.97104 	0.97607 	0.97571 	0.97138 	0.98803 	0.95619 	0.94807 	0.96444 	0.94842 	0.96549 	0.96365 	-0.14954 	-0.14175 	-0.15394 	0.36139 	0.00000 	0.20565 	-0.15252 	-0.14772 	0.02547 	-0.13519 	0.22985 	0.04166 	-0.04911 	-0.04655 	-0.05056 	-0.04052 	0.00000 	0.20532 	-0.05009 	-0.04851 	0.02568 	-0.04440 	0.07549 	0.04180 	0.01306	0.03726
Replication25	 0.00835	0.99933	0.96523 	0.97045 	0.97564 	0.97510 	0.97009 	0.98766 	0.95167 	0.94164 	0.95891 	0.94141 	0.95689 	0.95865 	-0.14456 	-0.13934 	-0.15006 	0.36977 	0.00000 	0.20914 	-0.10340 	-0.14136 	0.02858 	-0.15557 	0.16280 	0.04616 	-0.04748 	-0.04576 	-0.04929 	-0.04319 	0.00000 	0.20880 	-0.03396 	-0.04643 	0.02879 	-0.05109 	0.05347 	0.04631 	0.01098	0.03099
Replication26	 -1.44889	0.99937	0.96193 	0.96717 	0.97313 	0.97226 	0.96612 	0.98587 	0.94205 	0.93061 	0.95012 	0.93110 	0.94701 	0.94996 	-0.14514 	-0.15345 	-0.15039 	0.39936 	0.00404 	0.22582 	-0.13059 	-0.17035 	0.03350 	-0.14915 	0.15976 	0.05398 	-0.04767 	-0.05040 	-0.04940 	-0.04625 	0.00133 	0.22544 	-0.04289 	-0.05595 	0.03373 	-0.04899 	0.05248 	0.05414 	0.00959	0.02664
Replication27	 0.02605	0.99929	0.96318 	0.96938 	0.97525 	0.97399 	0.96907 	0.98726 	0.95064 	0.94172 	0.95909 	0.94165 	0.95900 	0.95846 	-0.16392 	-0.14265 	-0.14166 	0.37844 	0.00000 	0.21284 	-0.15435 	-0.14519 	0.02847 	-0.15310 	0.21570 	0.04634 	-0.05384 	-0.04685 	-0.04653 	-0.04151 	0.00000 	0.21248 	-0.05070 	-0.04769 	0.02869 	-0.05028 	0.07084 	0.04648 	0.01446	0.04161
Replication28	 -1.47043	0.99944	0.96699 	0.97075 	0.97619 	0.97605 	0.97214 	0.98811 	0.95878 	0.95060 	0.96721 	0.95061 	0.96926 	0.96626 	-0.13100 	-0.16981 	-0.15323 	0.35700 	0.00000 	0.20491 	-0.14709 	-0.14715 	0.02392 	-0.15243 	0.25932 	0.03932 	-0.04302 	-0.05577 	-0.05032 	-0.03936 	0.00000 	0.20458 	-0.04831 	-0.04833 	0.02413 	-0.05006 	0.08517 	0.03946 	0.00789	0.02178
Replication29	 0.00860	0.99935	0.96280 	0.96852 	0.97395 	0.97295 	0.96531 	0.98628 	0.93530 	0.92395 	0.94311 	0.92425 	0.93765 	0.94332 	-0.13688 	-0.12126 	-0.13943 	0.39468 	0.00000 	0.22202 	-0.14466 	-0.15411 	0.03743 	-0.14090 	0.09951 	0.05996 	-0.04496 	-0.03983 	-0.04580 	-0.04802 	0.00000 	0.22165 	-0.04752 	-0.05062 	0.03767 	-0.04628 	0.03269 	0.06012 	0.01076	0.03027
Replication30	 0.03895	0.99922	0.96935 	0.97378 	0.97816 	0.97884 	0.97733 	0.98978 	0.97619 	0.97035 	0.98424 	0.97020 	0.99019 	0.98274 	-0.15359 	-0.16251 	-0.17007 	0.32041 	0.00000 	0.18923 	-0.12178 	-0.13148 	0.01437 	-0.14675 	0.32492 	0.02448 	-0.05043 	-0.05336 	-0.05585 	-0.02880 	0.00000 	0.18893 	-0.03999 	-0.04317 	0.01456 	-0.04819 	0.10669 	0.02461 	0.01870	0.05384
Replication31	 0.02250	0.99929	0.96678 	0.97129 	0.97655 	0.97599 	0.97071 	0.98817 	0.95077 	0.94140 	0.95924 	0.94200 	0.95922 	0.95859 	-0.12989 	-0.14243 	-0.14108 	0.36043 	0.00000 	0.20432 	-0.16032 	-0.16338 	0.02839 	-0.13836 	0.21859 	0.04621 	-0.04266 	-0.04678 	-0.04634 	-0.04223 	0.00000 	0.20398 	-0.05265 	-0.05366 	0.02860 	-0.04544 	0.07179 	0.04636 	0.01362	0.03896
Replication32	 0.00475	0.99943	0.95838 	0.96347 	0.96969 	0.96894 	0.96027 	0.98351 	0.92393 	0.91105 	0.93269 	0.91124 	0.92574 	0.93304 	-0.13349 	-0.15363 	-0.15608 	0.43552 	0.01606 	0.24795 	-0.16693 	-0.16787 	0.04328 	-0.15993 	0.09453 	0.06921 	-0.04385 	-0.05047 	-0.05127 	-0.05128 	0.00528 	0.24755 	-0.05484 	-0.05515 	0.04353 	-0.05254 	0.03105 	0.06938 	0.00947	0.02707
Replication33	 0.02440	0.99926	0.96252 	0.96760 	0.97384 	0.97257 	0.96578 	0.98616 	0.93911 	0.92750 	0.94691 	0.92761 	0.94251 	0.94696 	-0.13663 	-0.15027 	-0.13584 	0.39702 	0.00000 	0.22315 	-0.12745 	-0.15830 	0.03530 	-0.15505 	0.12839 	0.05668 	-0.04488 	-0.04936 	-0.04462 	-0.04675 	0.00000 	0.22278 	-0.04186 	-0.05199 	0.03553 	-0.05093 	0.04217 	0.05683 	0.01453	0.04148
Replication34	 0.00828	0.99932	0.97003 	0.97605 	0.98098 	0.97972 	0.97690 	0.99109 	0.95485 	0.94598 	0.96249 	0.94525 	0.96207 	0.96196 	-0.15831 	-0.11903 	-0.12489 	0.32003 	0.06511 	0.17700 	-0.14815 	-0.12685 	0.02658 	-0.16722 	0.19838 	0.04319 	-0.05198 	-0.03909 	-0.04101 	-0.03670 	0.02138 	0.17670 	-0.04865 	-0.04166 	0.02677 	-0.05491 	0.06514 	0.04331 	0.01124	0.03174
Replication35	 0.02279	0.99923	0.96062 	0.96592 	0.97177 	0.97111 	0.96412 	0.98500 	0.93754 	0.92591 	0.94605 	0.92560 	0.94248 	0.94592 	-0.14309 	-0.15023 	-0.15677 	0.41178 	0.00000 	0.23397 	-0.14211 	-0.15748 	0.03578 	-0.17611 	0.16163 	0.05761 	-0.04700 	-0.04935 	-0.05149 	-0.04788 	0.00000 	0.23359 	-0.04668 	-0.05173 	0.03602 	-0.05785 	0.05309 	0.05777 	0.01465	0.04158
Replication36	 0.00964	0.99933	0.96297 	0.96894 	0.97431 	0.97372 	0.96885 	0.98683 	0.95145 	0.94172 	0.96002 	0.94177 	0.96038 	0.95931 	-0.16189 	-0.14318 	-0.15793 	0.38124 	0.00000 	0.21686 	-0.14267 	-0.15926 	0.02795 	-0.16220 	0.23597 	0.04556 	-0.05317 	-0.04703 	-0.05187 	-0.04176 	0.00000 	0.21651 	-0.04686 	-0.05231 	0.02817 	-0.05327 	0.07750 	0.04571 	0.01144	0.03217
Replication37	 -1.45160	0.99935	0.95745 	0.96345 	0.96995 	0.96893 	0.96220 	0.98380 	0.93691 	0.92726 	0.94604 	0.92721 	0.94341 	0.94573 	-0.16242 	-0.16365 	-0.16253 	0.43286 	0.00000 	0.24528 	-0.18382 	-0.14650 	0.03578 	-0.15169 	0.17224 	0.05779 	-0.05336 	-0.05376 	-0.05339 	-0.04858 	0.00000 	0.24487 	-0.06039 	-0.04813 	0.03603 	-0.04983 	0.05658 	0.05796 	0.00937	0.02606
Replication38	 0.03424	0.99924	0.96388 	0.96960 	0.97573 	0.97439 	0.96984 	0.98755 	0.94935 	0.94036 	0.95829 	0.94059 	0.95874 	0.95754 	-0.15881 	-0.15345 	-0.13765 	0.37418 	0.01894 	0.21017 	-0.17790 	-0.15633 	0.02892 	-0.14981 	0.23532 	0.04716 	-0.05216 	-0.05040 	-0.04521 	-0.04095 	0.00622 	0.20982 	-0.05843 	-0.05135 	0.02914 	-0.04920 	0.07729 	0.04731 	0.01708	0.04938
Replication39	 0.00270	0.99935	0.96549 	0.96931 	0.97512 	0.97490 	0.97124 	0.98742 	0.95917 	0.95122 	0.96742 	0.95251 	0.96925 	0.96651 	-0.13765 	-0.18225 	-0.15819 	0.36859 	0.00000 	0.21133 	-0.14880 	-0.16662 	0.02380 	-0.10824 	0.24214 	0.03908 	-0.04521 	-0.05985 	-0.05195 	-0.04014 	0.00000 	0.21099 	-0.04887 	-0.05472 	0.02401 	-0.03555 	0.07953 	0.03923 	0.00992	0.02781
Replication40	 -1.44992	0.99935	0.95831 	0.96582 	0.97155 	0.97005 	0.96128 	0.98462 	0.92687 	0.91576 	0.93481 	0.91635 	0.92723 	0.93532 	-0.16312 	-0.10690 	-0.14255 	0.42379 	0.00000 	0.23758 	-0.16694 	-0.14790 	0.04209 	-0.11882 	0.04700 	0.06716 	-0.05358 	-0.03511 	-0.04683 	-0.04992 	0.00000 	0.23718 	-0.05484 	-0.04858 	0.04234 	-0.03903 	0.01544 	0.06733 	0.00950	0.02649
Replication41	 0.02783	0.99920	0.96609 	0.97027 	0.97565 	0.97550 	0.97166 	0.98779 	0.95586 	0.94753 	0.96413 	0.94730 	0.96511 	0.96335 	-0.13867 	-0.16600 	-0.15815 	0.36381 	0.01556 	0.20785 	-0.14832 	-0.13899 	0.02565 	-0.15544 	0.23376 	0.04194 	-0.04554 	-0.05452 	-0.05194 	-0.04096 	0.00511 	0.20751 	-0.04871 	-0.04565 	0.02586 	-0.05105 	0.07677 	0.04208 	0.01591	0.04532
Replication42	 0.00504	0.99934	0.96455 	0.97008 	0.97533 	0.97503 	0.97151 	0.98763 	0.96030 	0.95300 	0.96889 	0.95336 	0.97166 	0.96783 	-0.16304 	-0.15463 	-0.16246 	0.36533 	0.00000 	0.20934 	-0.15788 	-0.14727 	0.02297 	-0.13539 	0.26831 	0.03790 	-0.05355 	-0.05078 	-0.05336 	-0.03813 	0.00000 	0.20901 	-0.05185 	-0.04837 	0.02318 	-0.04447 	0.08812 	0.03804 	0.00987	0.02781
Replication43	 0.03454	0.99926	0.95526 	0.96111 	0.96843 	0.96706 	0.96004 	0.98270 	0.93343 	0.92226 	0.94227 	0.92217 	0.93814 	0.94220 	-0.16447 	-0.18353 	-0.16076 	0.45138 	0.00000 	0.25556 	-0.15623 	-0.15556 	0.03789 	-0.16244 	0.14753 	0.06096 	-0.05403 	-0.06029 	-0.05281 	-0.04962 	0.00000 	0.25514 	-0.05133 	-0.05111 	0.03816 	-0.05337 	0.04847 	0.06114 	0.01701	0.04915
Replication44	 -1.45828	0.99939	0.96553 	0.97037 	0.97602 	0.97521 	0.97049 	0.98782 	0.95298 	0.94532 	0.96092 	0.94496 	0.96053 	0.96036 	-0.14144 	-0.15199 	-0.14292 	0.36792 	0.00000 	0.20757 	-0.15398 	-0.12138 	0.02745 	-0.14252 	0.18950 	0.04462 	-0.04645 	-0.04992 	-0.04694 	-0.04241 	0.00000 	0.20722 	-0.05057 	-0.03987 	0.02766 	-0.04681 	0.06224 	0.04477 	0.00884	0.02459
Replication45	 0.00006	0.99936	0.95868 	0.96657 	0.97302 	0.97060 	0.96200 	0.98533 	0.92730 	0.91608 	0.93487 	0.91546 	0.92673 	0.93549 	-0.16867 	-0.10881 	-0.12007 	0.41658 	0.00000 	0.23089 	-0.14754 	-0.12246 	0.04205 	-0.15264 	0.03551 	0.06701 	-0.05541 	-0.03574 	-0.03944 	-0.04789 	0.00000 	0.23050 	-0.04846 	-0.04023 	0.04230 	-0.05014 	0.01167 	0.06717 	0.01005	0.02783
Replication46	 -1.47049	0.99946	0.96796 	0.97261 	0.97856 	0.97732 	0.97351 	0.98938 	0.95936 	0.95182 	0.96748 	0.95215 	0.96913 	0.96661 	-0.14059 	-0.15646 	-0.12524 	0.34326 	0.00000 	0.19304 	-0.15457 	-0.14255 	0.02377 	-0.13108 	0.23667 	0.03900 	-0.04617 	-0.05138 	-0.04113 	-0.03741 	0.00000 	0.19272 	-0.05076 	-0.04681 	0.02397 	-0.04305 	0.07772 	0.03913 	0.00787	0.02192
Replication47	 -1.44406	0.99933	0.96541 	0.97000 	0.97600 	0.97522 	0.97129 	0.98785 	0.95744 	0.95013 	0.96645 	0.94994 	0.96919 	0.96535 	-0.14607 	-0.17042 	-0.14452 	0.36396 	0.00000 	0.20733 	-0.17575 	-0.13898 	0.02434 	-0.15430 	0.27709 	0.04013 	-0.04797 	-0.05597 	-0.04746 	-0.03849 	0.00000 	0.20700 	-0.05772 	-0.04565 	0.02456 	-0.05068 	0.09100 	0.04027 	0.00995	0.02789
Replication48	 0.00308	0.99941	0.97185 	0.97628 	0.97995 	0.98080 	0.97985 	0.99104 	0.97063 	0.96355 	0.97871 	0.96375 	0.98327 	0.97741 	-0.14906 	-0.14332 	-0.17000 	0.30448 	0.05374 	0.17743 	-0.14317 	-0.14688 	0.01748 	-0.14414 	0.30241 	0.02928 	-0.04895 	-0.04706 	-0.05582 	-0.03128 	0.01764 	0.17715 	-0.04701 	-0.04823 	0.01766 	-0.04733 	0.09930 	0.02940 	0.00953	0.02690
Replication49	 -1.45974	0.99944	0.96225 	0.96878 	0.97427 	0.97363 	0.96990 	0.98690 	0.95778 	0.95085 	0.96651 	0.95102 	0.96884 	0.96550 	-0.18020 	-0.14976 	-0.16386 	0.37949 	0.00000 	0.21619 	-0.16813 	-0.13805 	0.02430 	-0.13536 	0.25713 	0.04000 	-0.05919 	-0.04919 	-0.05382 	-0.03912 	0.00000 	0.21584 	-0.05522 	-0.04534 	0.02453 	-0.04446 	0.08445 	0.04014 	0.00872	0.02429
Replication50	 0.01312	0.99931	0.96917 	0.97449 	0.97965 	0.97862 	0.97500 	0.99019 	0.95698 	0.94692 	0.96490 	0.94748 	0.96558 	0.96420 	-0.14672 	-0.13176 	-0.12809 	0.33046 	0.02569 	0.18541 	-0.13052 	-0.17113 	0.02522 	-0.14870 	0.23420 	0.04118 	-0.04818 	-0.04327 	-0.04206 	-0.03685 	0.00844 	0.18511 	-0.04286 	-0.05620 	0.02542 	-0.04883 	0.07691 	0.04131 	0.01183	0.03354
Replication51	 0.00730	0.99932	0.97031 	0.97585 	0.98078 	0.97971 	0.97601 	0.99090 	0.96235 	0.95328 	0.97054 	0.95431 	0.97313 	0.96953 	-0.14679 	-0.12124 	-0.12160 	0.31716 	0.00000 	0.17878 	-0.13891 	-0.17771 	0.02206 	-0.13341 	0.27207 	0.03638 	-0.04820 	-0.03981 	-0.03993 	-0.03377 	0.00000 	0.17848 	-0.04561 	-0.05836 	0.02225 	-0.04381 	0.08934 	0.03650 	0.01071	0.03005
Replication52	 -1.45260	0.99937	0.96288 	0.96854 	0.97418 	0.97334 	0.96773 	0.98661 	0.94670 	0.93701 	0.95505 	0.93688 	0.95370 	0.95461 	-0.15209 	-0.14359 	-0.14994 	0.38728 	0.00000 	0.21890 	-0.14883 	-0.14722 	0.03074 	-0.15740 	0.19189 	0.04980 	-0.04995 	-0.04716 	-0.04925 	-0.04425 	0.00000 	0.21854 	-0.04889 	-0.04835 	0.03096 	-0.05170 	0.06303 	0.04995 	0.00928	0.02595
Replication53	 -1.45341	0.99935	0.96355 	0.96856 	0.97508 	0.97375 	0.96906 	0.98708 	0.95142 	0.94270 	0.95979 	0.94309 	0.95976 	0.95915 	-0.14970 	-0.16983 	-0.13743 	0.38116 	0.00000 	0.21451 	-0.15514 	-0.15144 	0.02808 	-0.13636 	0.21147 	0.04571 	-0.04917 	-0.05578 	-0.04514 	-0.04191 	0.00000 	0.21416 	-0.05096 	-0.04974 	0.02830 	-0.04479 	0.06946 	0.04586 	0.00922	0.02576
Replication54	 0.00039	0.99937	0.96592 	0.97159 	0.97676 	0.97614 	0.97228 	0.98845 	0.95897 	0.95123 	0.96737 	0.95218 	0.96942 	0.96642 	-0.15821 	-0.14093 	-0.14912 	0.35511 	0.00000 	0.20172 	-0.15959 	-0.15932 	0.02383 	-0.11795 	0.24937 	0.03917 	-0.05196 	-0.04628 	-0.04897 	-0.03828 	0.00000 	0.20139 	-0.05241 	-0.05232 	0.02404 	-0.03874 	0.08190 	0.03931 	0.00939	0.02633
Replication55	 -1.46311	0.99939	0.96557 	0.97021 	0.97563 	0.97536 	0.97168 	0.98778 	0.95949 	0.95146 	0.96757 	0.95225 	0.96919 	0.96671 	-0.14741 	-0.16379 	-0.15793 	0.36369 	0.00000 	0.20798 	-0.14019 	-0.15639 	0.02371 	-0.12263 	0.23765 	0.03891 	-0.04841 	-0.05379 	-0.05187 	-0.03957 	0.00000 	0.20764 	-0.04604 	-0.05136 	0.02393 	-0.04027 	0.07805 	0.03905 	0.00845	0.02356
