
 Replication 	 FitnessValue 	 Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P
Replication134	 0.59832	0.99940	0.90558 	0.90365 	0.89869 	0.93360 	0.90827 	0.91096 
Replication135	 0.52125	0.99946	0.91406 	0.91563 	0.91251 	0.94117 	0.91922 	0.92265 
Replication136	 1.44928	0.99755	0.75782 	0.76967 	0.77045 	0.79964 	0.77611 	0.79483 
Replication137	 0.57998	0.99941	0.90446 	0.90605 	0.90450 	0.93449 	0.91121 	0.91508 
Replication138	 0.64843	0.99936	0.89293 	0.89720 	0.89448 	0.92745 	0.90128 	0.90628 
Replication139	 1.24807	0.99799	0.79240 	0.79878 	0.80231 	0.83059 	0.80678 	0.82220 
Replication140	 0.53177	0.99944	0.90745 	0.91324 	0.91569 	0.93863 	0.91864 	0.92381 
Replication141	 0.65993	0.99936	0.89699 	0.89559 	0.88830 	0.92772 	0.89972 	0.90234 
Replication142	 0.80679	0.99907	0.86776 	0.87348 	0.86855 	0.90507 	0.87706 	0.88363 
Replication143	 0.70725	0.99934	0.88841 	0.89258 	0.88024 	0.92401 	0.89394 	0.89644 
Replication144	 0.55159	0.99944	0.91138 	0.91135 	0.90611 	0.93856 	0.91541 	0.91769 
Replication145	 0.58282	0.99941	0.90482 	0.90682 	0.90207 	0.93497 	0.91226 	0.91406 
Replication146	 0.51682	0.99947	0.91093 	0.91963 	0.91405 	0.94200 	0.92017 	0.92448 
Replication147	 0.57226	0.99942	0.90578 	0.90978 	0.90344 	0.93640 	0.91335 	0.91559 
Replication148	 0.60648	0.99940	0.89935 	0.90584 	0.89909 	0.93280 	0.90737 	0.91150 
Replication149	 0.56193	0.99943	0.90631 	0.91062 	0.90668 	0.93687 	0.91370 	0.91759 
Replication150	 0.62264	0.99938	0.90019 	0.90029 	0.89617 	0.93071 	0.90482 	0.90837 
Replication151	 0.68212	0.99935	0.88582 	0.89667 	0.88843 	0.92517 	0.89700 	0.90223 
Replication152	 0.75009	0.99919	0.87849 	0.88039 	0.87799 	0.91349 	0.88581 	0.89150 
Replication153	 1.39732	0.99767	0.77162 	0.77595 	0.77522 	0.80861 	0.78475 	0.79989 
Replication154	 0.64753	0.99938	0.89676 	0.90077 	0.88971 	0.92979 	0.90180 	0.90448 
Replication155	 0.59763	0.99941	0.90154 	0.90732 	0.89961 	0.93401 	0.90863 	0.91228 
Replication156	 0.56880	0.99943	0.90892 	0.91052 	0.90240 	0.93740 	0.91268 	0.91507 
Replication157	 0.64431	0.99937	0.89320 	0.89845 	0.89439 	0.92811 	0.90254 	0.90668 
Replication158	 2.28802	0.99576	0.61972 	0.64101 	0.64676 	0.67043 	0.65012 	0.68677 
Replication159	 0.49377	0.99949	0.92357 	0.92108 	0.91215 	0.94613 	0.92505 	0.92446 
Replication160	 0.70561	0.99932	0.88288 	0.89062 	0.88574 	0.92155 	0.89357 	0.89900 
Replication161	 0.65308	0.99936	0.89050 	0.89700 	0.89472 	0.92673 	0.90056 	0.90626 
Replication162	 0.69196	0.99935	0.88514 	0.89535 	0.88626 	0.92439 	0.89564 	0.90057 
Replication163	 0.64023	0.99937	0.89272 	0.89917 	0.89614 	0.92825 	0.90237 	0.90776 
Replication164	 1.09792	0.99836	0.81897 	0.82322 	0.82399 	0.85584 	0.83182 	0.84250 
Replication165	 0.69423	0.99933	0.88771 	0.89095 	0.88605 	0.92327 	0.89487 	0.89942 
Replication166	 0.65661	0.99935	0.89190 	0.89541 	0.89355 	0.92642 	0.90004 	0.90521 
Replication167	 0.67206	0.99935	0.88980 	0.89392 	0.89051 	0.92516 	0.89794 	0.90293 
Replication168	 2.17556	0.99596	0.63502 	0.65615 	0.66677 	0.68535 	0.66644 	0.70230 
Replication169	 0.48331	0.99950	0.92541 	0.92162 	0.91430 	0.94694 	0.92662 	0.92598 
Replication170	 0.51606	0.99946	0.91252 	0.91640 	0.91537 	0.94115 	0.92002 	0.92450 
Replication171	 0.71391	0.99929	0.88670 	0.88605 	0.88251 	0.92006 	0.89170 	0.89601 
Replication172	 0.94740	0.99875	0.83613 	0.85369 	0.85224 	0.88142 	0.85613 	0.86761 
Replication173	 0.78755	0.99911	0.87188 	0.87573 	0.87133 	0.90807 	0.88031 	0.88609 
Replication174	 0.68477	0.99935	0.88847 	0.89469 	0.88599 	0.92511 	0.89747 	0.90055 
Replication175	 0.63592	0.99937	0.89305 	0.89986 	0.89704 	0.92864 	0.90299 	0.90849 
Replication176	 0.87606	0.99898	0.85739 	0.86833 	0.85476 	0.89787 	0.86786 	0.87370 
Replication177	 0.68306	0.99934	0.89175 	0.89152 	0.88651 	0.92461 	0.89634 	0.90001 
Replication178	 0.78875	0.99914	0.87121 	0.87856 	0.87022 	0.90944 	0.88039 	0.88608 
Replication179	 0.54487	0.99944	0.90976 	0.91316 	0.90865 	0.93888 	0.91591 	0.91953 
Replication180	 0.67152	0.99935	0.89146 	0.89524 	0.88847 	0.92608 	0.89812 	0.90212 
Replication181	 0.70158	0.99933	0.88453 	0.89123 	0.88568 	0.92246 	0.89394 	0.89915 
Replication182	 0.65023	0.99938	0.89939 	0.89894 	0.88804 	0.92972 	0.90137 	0.90313 
Replication183	 0.68199	0.99935	0.89511 	0.89174 	0.88435 	0.92565 	0.89763 	0.89907 
Replication184	 0.46621	0.99950	0.92295 	0.92534 	0.91942 	0.94787 	0.92841 	0.92984 
Replication185	 0.65722	0.99937	0.89399 	0.89892 	0.88942 	0.92828 	0.90034 	0.90372 
Replication186	 0.63300	0.99938	0.90115 	0.89836 	0.89309 	0.93010 	0.90341 	0.90608 
Replication187	 0.58234	0.99941	0.90364 	0.90708 	0.90362 	0.93460 	0.91052 	0.91471 
Replication188	 0.66162	0.99936	0.88719 	0.89742 	0.89413 	0.92605 	0.90000 	0.90595 
Replication189	 0.79193	0.99912	0.87239 	0.87540 	0.86934 	0.90816 	0.88079 	0.88501 
Replication190	 0.60755	0.99940	0.90194 	0.90391 	0.89755 	0.93275 	0.90767 	0.91030 
Replication191	 0.55510	0.99944	0.90914 	0.91358 	0.90519 	0.93877 	0.91468 	0.91754 
Replication192	 0.66538	0.99936	0.88909 	0.89819 	0.89066 	0.92672 	0.89917 	0.90409 
Replication193	 0.47746	0.99949	0.92477 	0.92094 	0.91781 	0.94643 	0.92574 	0.92764 
Replication194	 0.71510	0.99929	0.88128 	0.88767 	0.88452 	0.91947 	0.89360 	0.89772 
Replication195	 0.70167	0.99934	0.88513 	0.89308 	0.88406 	0.92340 	0.89415 	0.89867 
Replication196	 0.89853	0.99884	0.85105 	0.85704 	0.85557 	0.88884 	0.86321 	0.87114 
Replication197	 0.75867	0.99925	0.88417 	0.88343 	0.87041 	0.91720 	0.88589 	0.88799 
Replication198	 0.82321	0.99903	0.86389 	0.87133 	0.86654 	0.90230 	0.87451 	0.88172 
Replication199	 0.60163	0.99940	0.90289 	0.90452 	0.89880 	0.93322 	0.90784 	0.91114 
Replication200	 1.60555	0.99720	0.73281 	0.74515 	0.74581 	0.77518 	0.75212 	0.77337 
Replication201	 0.57544	0.99941	0.90424 	0.90725 	0.90526 	0.93502 	0.91274 	0.91597 
Replication202	 0.59600	0.99940	0.90552 	0.90435 	0.89889 	0.93400 	0.90978 	0.91144 
Replication203	 0.48187	0.99950	0.92535 	0.92251 	0.91471 	0.94714 	0.92542 	0.92621 
Replication204	 0.53218	0.99945	0.90879 	0.91585 	0.91272 	0.93983 	0.91789 	0.92262 
Replication205	 0.54620	0.99945	0.91238 	0.91566 	0.90490 	0.94050 	0.91615 	0.91802 
Replication206	 0.67316	0.99935	0.89570 	0.89363 	0.88595 	0.92651 	0.89792 	0.90038 
Replication207	 0.98313	0.99866	0.83908 	0.84541 	0.83971 	0.87675 	0.84922 	0.85809 
Replication208	 0.50403	0.99948	0.91745 	0.92008 	0.91336 	0.94392 	0.92189 	0.92445 
Replication209	 0.55460	0.99944	0.90908 	0.91208 	0.90628 	0.93818 	0.91456 	0.91781 
Replication210	 0.65381	0.99937	0.89560 	0.89771 	0.88990 	0.92830 	0.90119 	0.90386 
Replication211	 0.90520	0.99884	0.84660 	0.85917 	0.85610 	0.88841 	0.86172 	0.87165 
Replication212	 0.62753	0.99938	0.89702 	0.90128 	0.89603 	0.93025 	0.90433 	0.90843 
Replication213	 0.50147	0.99948	0.92270 	0.91974 	0.91085 	0.94524 	0.92326 	0.92320 
Replication214	 0.60276	0.99940	0.89831 	0.90571 	0.90111 	0.93255 	0.90779 	0.91265 
Replication215	 0.61241	0.99939	0.90081 	0.90358 	0.89709 	0.93222 	0.90637 	0.90979 
Replication216	 1.56212	0.99733	0.74068 	0.75411 	0.75108 	0.78352 	0.75898 	0.77893 
Replication217	 1.11296	0.99836	0.81665 	0.82536 	0.81950 	0.85588 	0.82883 	0.84007 
Replication218	 0.75955	0.99922	0.87986 	0.88295 	0.87254 	0.91536 	0.88539 	0.88898 
Replication219	 0.54939	0.99944	0.91121 	0.91376 	0.90558 	0.93942 	0.91545 	0.91790 
Replication220	 0.74770	0.99925	0.88252 	0.88469 	0.87416 	0.91742 	0.88714 	0.89049 
Replication221	 1.06296	0.99846	0.82599 	0.83155 	0.82737 	0.86326 	0.83654 	0.84672 
Replication222	 0.56112	0.99943	0.90296 	0.91249 	0.90837 	0.93685 	0.91451 	0.91904 
Replication223	 0.62416	0.99938	0.89868 	0.90175 	0.89567 	0.93086 	0.90469 	0.90838 
Replication224	 0.48107	0.99949	0.91951 	0.92355 	0.91807 	0.94604 	0.92520 	0.92825 
Replication225	 0.76117	0.99919	0.87370 	0.88270 	0.87636 	0.91307 	0.88465 	0.89092 
Replication226	 0.76746	0.99922	0.88324 	0.88072 	0.86903 	0.91533 	0.88513 	0.88657 
Replication227	 0.68065	0.99934	0.89562 	0.89055 	0.88536 	0.92536 	0.89791 	0.89942 
Replication228	 0.60987	0.99941	0.89998 	0.90710 	0.89679 	0.93342 	0.90716 	0.91047 
Replication229	 0.62664	0.99938	0.89494 	0.90066 	0.89838 	0.92951 	0.90423 	0.90958 
Replication230	 0.53942	0.99945	0.91383 	0.91366 	0.90743 	0.94016 	0.91679 	0.91909 
Replication231	 0.84397	0.99898	0.86277 	0.86681 	0.86203 	0.89900 	0.87107 	0.87782 
Replication232	 0.58988	0.99941	0.90578 	0.90612 	0.89997 	0.93469 	0.90956 	0.91237 
Replication233	 0.67118	0.99934	0.89052 	0.89300 	0.89091 	0.92500 	0.89798 	0.90297 
Replication234	 1.18936	0.99815	0.80645 	0.80893 	0.80763 	0.84196 	0.81656 	0.82855 
Replication235	 0.59018	0.99942	0.90688 	0.90806 	0.89804 	0.93572 	0.90982 	0.91175 
Replication236	 0.80549	0.99910	0.87310 	0.87408 	0.86527 	0.90728 	0.87769 	0.88206 
Replication237	 0.70689	0.99934	0.88758 	0.89197 	0.88127 	0.92352 	0.89352 	0.89682 
Replication238	 1.44844	0.99754	0.75803 	0.76865 	0.77114 	0.79908 	0.77583 	0.79496 
Replication239	 0.66020	0.99936	0.89227 	0.89656 	0.89105 	0.92690 	0.89966 	0.90403 
Replication240	 0.75302	0.99922	0.87918 	0.88269 	0.87523 	0.91500 	0.88585 	0.89047 
Replication241	 0.91772	0.99885	0.85482 	0.85667 	0.84647 	0.88984 	0.86188 	0.86591 
Replication242	 0.63552	0.99938	0.89613 	0.90044 	0.89441 	0.92961 	0.90313 	0.90719 
Replication243	 1.31125	0.99792	0.78450 	0.79498 	0.78747 	0.82506 	0.79865 	0.81229 
Replication244	 0.67398	0.99936	0.89085 	0.89686 	0.88725 	0.92654 	0.89805 	0.90177 
Replication245	 0.89237	0.99884	0.85707 	0.85522 	0.85508 	0.88980 	0.86308 	0.87048 
Replication246	 0.56499	0.99943	0.91238 	0.90891 	0.90249 	0.93769 	0.91316 	0.91486 
Replication247	 0.67193	0.99935	0.88841 	0.89611 	0.89005 	0.92567 	0.89810 	0.90316 
Replication248	 0.60864	0.99940	0.90256 	0.90588 	0.89586 	0.93360 	0.90717 	0.90971 
Replication249	 0.99638	0.99862	0.83071 	0.84443 	0.84210 	0.87345 	0.84813 	0.85903 
