
 Replication 	 FitnessValue 	 Frequency	Bus1	Bus2	Bus3	Bus4	Bus5	Bus6	Bus1_P	Bus2_P	Bus3_P	Bus4_P	Bus5_P	Bus6_P
Replication0	 0.56912	0.99944	0.90740 	0.91262 	0.90223 	0.93783 	0.91287 	0.91544 
Replication1	 0.62261	0.99938	0.89568 	0.90244 	0.89804 	0.93042 	0.90490 	0.90986 
Replication2	 0.67806	0.99935	0.89707 	0.89243 	0.88438 	0.92636 	0.89738 	0.89919 
Replication3	 0.67515	0.99935	0.89148 	0.89521 	0.88722 	0.92604 	0.89769 	0.90136 
Replication4	 0.70276	0.99933	0.88614 	0.89121 	0.88356 	0.92301 	0.89485 	0.89812 
Replication5	 0.63085	0.99939	0.89691 	0.90259 	0.89422 	0.93069 	0.90401 	0.90766 
Replication6	 0.59043	0.99942	0.90459 	0.90843 	0.89866 	0.93545 	0.91144 	0.91241 
Replication7	 1.38808	0.99769	0.76835 	0.77903 	0.77969 	0.80932 	0.78547 	0.80300 
Replication8	 0.58797	0.99941	0.90192 	0.90684 	0.90314 	0.93402 	0.90979 	0.91429 
Replication9	 0.74100	0.99924	0.88251 	0.88328 	0.87699 	0.91665 	0.88763 	0.89182 
Replication10	 0.65898	0.99936	0.89496 	0.89630 	0.88965 	0.92749 	0.89984 	0.90324 
Replication11	 0.54340	0.99944	0.90468 	0.91262 	0.91429 	0.93749 	0.91623 	0.92256 
Replication12	 0.76017	0.99921	0.87845 	0.88198 	0.87360 	0.91426 	0.88483 	0.88928 
Replication13	 0.49888	0.99948	0.91626 	0.92106 	0.91558 	0.94406 	0.92264 	0.92598 
Replication14	 1.47961	0.99751	0.75887 	0.76568 	0.76086 	0.79724 	0.77153 	0.78825 
Replication15	 0.65277	0.99936	0.89319 	0.89696 	0.89276 	0.92736 	0.90063 	0.90519 
Replication16	 0.55440	0.99943	0.91303 	0.90759 	0.90717 	0.93749 	0.91452 	0.91735 
Replication17	 0.49764	0.99948	0.91634 	0.92146 	0.91574 	0.94425 	0.92284 	0.92618 
Replication18	 1.24492	0.99807	0.80046 	0.80369 	0.79534 	0.83622 	0.80840 	0.81968 
Replication19	 0.54127	0.99944	0.90668 	0.91358 	0.91231 	0.93834 	0.91643 	0.92171 
Replication20	 0.61779	0.99939	0.89938 	0.90199 	0.89728 	0.93120 	0.90552 	0.90943 
Replication21	 1.40640	0.99771	0.77640 	0.77748 	0.76899 	0.81098 	0.78341 	0.79666 
Replication22	 0.71635	0.99930	0.88942 	0.88570 	0.88028 	0.92079 	0.89160 	0.89470 
Replication23	 0.49830	0.99949	0.92182 	0.92180 	0.91164 	0.94578 	0.92308 	0.92403 
Replication24	 0.51684	0.99947	0.91753 	0.91874 	0.90930 	0.94343 	0.92157 	0.92189 
Replication25	 0.55709	0.99943	0.90912 	0.91120 	0.90591 	0.93782 	0.91416 	0.91736 
Replication26	 0.54168	0.99945	0.91107 	0.91423 	0.90811 	0.93965 	0.91643 	0.91953 
Replication27	 0.76015	0.99921	0.87692 	0.88235 	0.87414 	0.91418 	0.88624 	0.88986 
Replication28	 1.09314	0.99840	0.82415 	0.82585 	0.82097 	0.85893 	0.83167 	0.84138 
Replication29	 0.52985	0.99946	0.91557 	0.91768 	0.90722 	0.94226 	0.91849 	0.92007 
Replication30	 0.65725	0.99938	0.89955 	0.89945 	0.88529 	0.93002 	0.90175 	0.90178 
Replication31	 0.53785	0.99946	0.91466 	0.91549 	0.90633 	0.94110 	0.91723 	0.91894 
Replication32	 1.00116	0.99865	0.83947 	0.84433 	0.83402 	0.87609 	0.84694 	0.85444 
Replication33	 0.91392	0.99885	0.85342 	0.85783 	0.84841 	0.88975 	0.86058 	0.86702 
Replication34	 0.56765	0.99943	0.91098 	0.90925 	0.90240 	0.93745 	0.91285 	0.91483 
Replication35	 0.88034	0.99895	0.86129 	0.86398 	0.85221 	0.89649 	0.86629 	0.87118 
Replication36	 0.66401	0.99936	0.89628 	0.89610 	0.88706 	0.92770 	0.89926 	0.90169 
Replication37	 0.63443	0.99939	0.89969 	0.90246 	0.89079 	0.93146 	0.90518 	0.90592 
Replication38	 0.69560	0.99934	0.89035 	0.89087 	0.88355 	0.92389 	0.89473 	0.89802 
Replication39	 1.51795	0.99740	0.74572 	0.75978 	0.76021 	0.78903 	0.76550 	0.78586 
Replication40	 1.17917	0.99823	0.80325 	0.81729 	0.81023 	0.84595 	0.81900 	0.83200 
Replication41	 0.59242	0.99940	0.90359 	0.90512 	0.90108 	0.93377 	0.90950 	0.91276 
Replication42	 0.90443	0.99882	0.85244 	0.85509 	0.85351 	0.88802 	0.86174 	0.86941 
Replication43	 0.49722	0.99948	0.91760 	0.91995 	0.91585 	0.94399 	0.92275 	0.92592 
Replication44	 0.67306	0.99935	0.88829 	0.89551 	0.89010 	0.92540 	0.89789 	0.90304 
Replication45	 0.64600	0.99936	0.89487 	0.89552 	0.89513 	0.92732 	0.90145 	0.90631 
Replication46	 0.78567	0.99913	0.87048 	0.87743 	0.87228 	0.90857 	0.88050 	0.88699 
Replication47	 2.60654	0.99515	0.56475 	0.59455 	0.60726 	0.62369 	0.60535 	0.65156 
Replication48	 2.32570	0.99566	0.61370 	0.63320 	0.64231 	0.66353 	0.64423 	0.68216 
Replication49	 0.60943	0.99940	0.90054 	0.90628 	0.89686 	0.93324 	0.90708 	0.91033 
Replication50	 0.88184	0.99891	0.85617 	0.86265 	0.85533 	0.89387 	0.86542 	0.87249 
Replication51	 0.62852	0.99937	0.89699 	0.89942 	0.89702 	0.92952 	0.90394 	0.90853 
Replication52	 1.96684	0.99637	0.67620 	0.68352 	0.69253 	0.71648 	0.69632 	0.72521 
Replication53	 0.68780	0.99934	0.88897 	0.89164 	0.88661 	0.92401 	0.89673 	0.90015 
Replication54	 0.84768	0.99901	0.86181 	0.86969 	0.86029 	0.90035 	0.87119 	0.87748 
Replication55	 0.68893	0.99934	0.88235 	0.89428 	0.89050 	0.92334 	0.89597 	0.90272 
Replication56	 0.98371	0.99868	0.83977 	0.84711 	0.83837 	0.87806 	0.84989 	0.85781 
Replication57	 0.59672	0.99941	0.90537 	0.90605 	0.89795 	0.93449 	0.90873 	0.91112 
Replication58	 0.55734	0.99944	0.91283 	0.91127 	0.90308 	0.93884 	0.91482 	0.91592 
Replication59	 1.00755	0.99864	0.84175 	0.84199 	0.83163 	0.87546 	0.84598 	0.85253 
Replication60	 1.19080	0.99816	0.80859 	0.80859 	0.80579 	0.84266 	0.81747 	0.82761 
Replication61	 0.70412	0.99934	0.88949 	0.89157 	0.88092 	0.92387 	0.89380 	0.89659 
Replication62	 0.64560	0.99938	0.89609 	0.90007 	0.89115 	0.92936 	0.90188 	0.90514 
Replication63	 0.78917	0.99909	0.87008 	0.87385 	0.87329 	0.90634 	0.87950 	0.88665 
Replication64	 0.60415	0.99940	0.90465 	0.90421 	0.89707 	0.93353 	0.90763 	0.91009 
Replication65	 0.59950	0.99941	0.90293 	0.90704 	0.89792 	0.93426 	0.90875 	0.91131 
Replication66	 1.61320	0.99718	0.73682 	0.74143 	0.74185 	0.77414 	0.75036 	0.77027 
Replication67	 0.61076	0.99940	0.89850 	0.90550 	0.89818 	0.93242 	0.90672 	0.91084 
Replication68	 0.87980	0.99891	0.85375 	0.86308 	0.85769 	0.89335 	0.86568 	0.87390 
Replication69	 0.76654	0.99916	0.87327 	0.87946 	0.87619 	0.91095 	0.88335 	0.88996 
Replication70	 1.37951	0.99775	0.78037 	0.77918 	0.77433 	0.81376 	0.78821 	0.80055 
Replication71	 2.33037	0.99563	0.61771 	0.62814 	0.63944 	0.66218 	0.64545 	0.67987 
Replication72	 0.71660	0.99930	0.88207 	0.88936 	0.88264 	0.92059 	0.89319 	0.89699 
Replication73	 0.61239	0.99939	0.89914 	0.90434 	0.89796 	0.93210 	0.90644 	0.91043 
Replication74	 0.55794	0.99944	0.91021 	0.91147 	0.90449 	0.93826 	0.91472 	0.91672 
Replication75	 0.64378	0.99937	0.89471 	0.89947 	0.89318 	0.92880 	0.90200 	0.90615 
Replication76	 0.95259	0.99873	0.84032 	0.85110 	0.84727 	0.88092 	0.85408 	0.86407 
Replication77	 0.71421	0.99934	0.88631 	0.89178 	0.87995 	0.92307 	0.89265 	0.89593 
Replication78	 0.64673	0.99936	0.89019 	0.89790 	0.89690 	0.92709 	0.90151 	0.90778 
Replication79	 0.66020	0.99935	0.89308 	0.89476 	0.89164 	0.92642 	0.89951 	0.90395 
Replication80	 0.48470	0.99949	0.91899 	0.92362 	0.91699 	0.94592 	0.92503 	0.92765 
Replication81	 1.11990	0.99835	0.81735 	0.82378 	0.81728 	0.85510 	0.82772 	0.83839 
Replication82	 0.60165	0.99940	0.90480 	0.90306 	0.89867 	0.93316 	0.90786 	0.91077 
Replication83	 0.45456	0.99951	0.92434 	0.92727 	0.92186 	0.94899 	0.92905 	0.93169 
Replication84	 0.63354	0.99938	0.89409 	0.90177 	0.89579 	0.92965 	0.90347 	0.90827 
Replication85	 0.46344	0.99950	0.92003 	0.92469 	0.92392 	0.94683 	0.92771 	0.93207 
Replication86	 0.67855	0.99935	0.88984 	0.89551 	0.88705 	0.92575 	0.89773 	0.90133 
Replication87	 0.71669	0.99929	0.88401 	0.88803 	0.88211 	0.92026 	0.89173 	0.89620 
Replication88	 0.63948	0.99937	0.89407 	0.90044 	0.89444 	0.92906 	0.90257 	0.90712 
Replication89	 0.85964	0.99892	0.85922 	0.86225 	0.86140 	0.89499 	0.86826 	0.87613 
Replication90	 0.67283	0.99936	0.88897 	0.89660 	0.88900 	0.92599 	0.89805 	0.90268 
Replication91	 0.69409	0.99934	0.88692 	0.89182 	0.88593 	0.92342 	0.89489 	0.89955 
Replication92	 1.81815	0.99670	0.69686 	0.70857 	0.71655 	0.73955 	0.71899 	0.74593 
Replication93	 0.62935	0.99939	0.89692 	0.90369 	0.89421 	0.93113 	0.90433 	0.90793 
Replication94	 1.23364	0.99804	0.79561 	0.80251 	0.80295 	0.83397 	0.80921 	0.82366 
Replication95	 0.64322	0.99937	0.89295 	0.90007 	0.89421 	0.92862 	0.90214 	0.90686 
Replication96	 0.55657	0.99944	0.90536 	0.91335 	0.90765 	0.93774 	0.91440 	0.91880 
Replication97	 0.57135	0.99941	0.90242 	0.90780 	0.90845 	0.93473 	0.91206 	0.91773 
Replication98	 1.14876	0.99832	0.80841 	0.82452 	0.81445 	0.85239 	0.82443 	0.83654 
Replication99	 0.60048	0.99939	0.90275 	0.90263 	0.90078 	0.93248 	0.90787 	0.91183 
Replication100	 0.65928	0.99937	0.89651 	0.89694 	0.88774 	0.92820 	0.90067 	0.90245 
Replication101	 0.75871	0.99918	0.87588 	0.88012 	0.87680 	0.91232 	0.88455 	0.89060 
Replication102	 0.59779	0.99940	0.90236 	0.90517 	0.90016 	0.93338 	0.90836 	0.91210 
Replication103	 0.69282	0.99934	0.88634 	0.89368 	0.88577 	0.92401 	0.89528 	0.89990 
Replication104	 0.56821	0.99944	0.90836 	0.91262 	0.90185 	0.93808 	0.91300 	0.91525 
Replication105	 0.63116	0.99938	0.89632 	0.90026 	0.89598 	0.92963 	0.90366 	0.90809 
Replication106	 0.56568	0.99943	0.90960 	0.91131 	0.90257 	0.93791 	0.91318 	0.91540 
Replication107	 0.53634	0.99945	0.91162 	0.91525 	0.90900 	0.94024 	0.91722 	0.92035 
Replication108	 0.63779	0.99939	0.89842 	0.90203 	0.89112 	0.93079 	0.90315 	0.90572 
Replication109	 0.53829	0.99944	0.91381 	0.91138 	0.90920 	0.93942 	0.91802 	0.91977 
Replication110	 0.67748	0.99934	0.89019 	0.89246 	0.88918 	0.92464 	0.89712 	0.90178 
Replication111	 0.96337	0.99869	0.84086 	0.84735 	0.84457 	0.87873 	0.85202 	0.86153 
Replication112	 0.59809	0.99941	0.90932 	0.90484 	0.89581 	0.93502 	0.90870 	0.90969 
Replication113	 0.56372	0.99943	0.90768 	0.91062 	0.90487 	0.93719 	0.91349 	0.91657 
Replication114	 0.66279	0.99937	0.89830 	0.89631 	0.88617 	0.92831 	0.89958 	0.90130 
Replication115	 0.90558	0.99887	0.85161 	0.86073 	0.85135 	0.89095 	0.86207 	0.86943 
Replication116	 0.63957	0.99937	0.89464 	0.90027 	0.89431 	0.92913 	0.90263 	0.90702 
Replication117	 0.59886	0.99940	0.90321 	0.90483 	0.89936 	0.93345 	0.90821 	0.91156 
Replication118	 1.08320	0.99840	0.82254 	0.82702 	0.82480 	0.85926 	0.83347 	0.84395 
Replication119	 0.50892	0.99947	0.91332 	0.92088 	0.91439 	0.94318 	0.92165 	0.92515 
Replication120	 0.77612	0.99918	0.87769 	0.87989 	0.86962 	0.91269 	0.88302 	0.88641 
Replication121	 0.69576	0.99934	0.89131 	0.89054 	0.88310 	0.92400 	0.89473 	0.89771 
Replication122	 0.99516	0.99862	0.83038 	0.84385 	0.84317 	0.87304 	0.84821 	0.85950 
Replication123	 0.58509	0.99942	0.90290 	0.90849 	0.90207 	0.93500 	0.91107 	0.91423 
Replication124	 0.63216	0.99937	0.89828 	0.89897 	0.89499 	0.92962 	0.90346 	0.90725 
Replication125	 0.65595	0.99936	0.89522 	0.89664 	0.89002 	0.92780 	0.90109 	0.90369 
Replication126	 0.86135	0.99894	0.85718 	0.86501 	0.86073 	0.89589 	0.86862 	0.87639 
Replication127	 1.57908	0.99727	0.74191 	0.74835 	0.74666 	0.78028 	0.75584 	0.77498 
Replication128	 1.46238	0.99753	0.76061 	0.76694 	0.76482 	0.79876 	0.77404 	0.79098 
Replication129	 0.79568	0.99912	0.87304 	0.87548 	0.86792 	0.90817 	0.87906 	0.88399 
Replication130	 1.77579	0.99680	0.70392 	0.71567 	0.72245 	0.74647 	0.72546 	0.75135 
Replication131	 0.78802	0.99909	0.87096 	0.87372 	0.87300 	0.90666 	0.88014 	0.88656 
Replication132	 0.62882	0.99938	0.89373 	0.90051 	0.89875 	0.92914 	0.90397 	0.90971 
Replication133	 0.95604	0.99873	0.84673 	0.84802 	0.84236 	0.88158 	0.85554 	0.86099 
